"Diameter (um)", "AB Phase (deg)", "AC Phase (deg)", "Intensity (mV)"
Fillin, 48.779297, -32.255859, 0.000000
294.126190, 132.890625, 73.828125, 19.531250
296.122589, 124.541016, 86.044922, 36.830357
292.817719, 143.789063, 60.468750, 33.761162
310.955292, 149.501953, 89.208984, 53.013393
293.635345, 136.582031, 69.257813, 77.287949
313.511505, 146.689453, 96.855469, 82.868301
Fillin, 102.392578, 64.951172, 103.794640
283.545380, 111.884766, 74.794922, 115.234375
302.110687, 126.123047, 95.800781, 154.017853
258.721985, 105.468750, 34.013672, 221.819199
Fillin, 102.480469, 71.279297, 238.002228
Fillin, 152.314453, 61.259766, 29.017857
275.700714, 110.742188, 60.996094, 44.921875
280.486847, 109.599609, 71.279297, 51.339287
279.779022, 116.542969, 63.017578, 91.796875
293.731689, 129.111328, 76.904297, 84.542412
Fillin, 176.572266, 114.960938, 105.189735
310.113281, 140.009766, 97.119141, 11.160714
316.236664, 149.238281, 99.492188, 79.241074
298.811432, 142.910156, 72.773438, 90.122765
285.263733, 109.511719, 80.419922, 82.589287
285.716248, 113.818359, 76.992188, 103.515625
Fillin, 170.068359, 115.312500, 138.950897
301.219757, 137.548828, 82.705078, 13.950892
293.402649, 130.957031, 74.443359, 47.433037
277.886292, 108.017578, 67.939453, 46.316963
296.539001, 141.416016, 69.960938, 55.245537
299.106110, 131.572266, 84.638672, 81.752235
283.959412, 124.541016, 62.929688, 101.841515
316.305328, 144.316406, 104.589844, 140.345978
368.642761, 172.968750, 175.166016, 168.526779
281.047882, 127.441406, 54.492188, 2.511161
280.617096, 130.166016, 50.976563, 25.111607
283.308563, 117.509766, 68.730469, 32.924107
282.428070, 119.003906, 65.566406, 55.524555
303.136017, 129.902344, 93.955078, 86.216515
325.397186, 151.611328, 114.521484, 99.609375
325.764252, 146.337891, 120.498047, 113.839287
296.727325, 116.542969, 95.185547, 151.785721
284.967743, 129.814453, 59.589844, 43.805805
304.101074, 136.406250, 89.296875, 67.522324
305.456268, 140.712891, 87.539063, 80.915176
304.012360, 130.429688, 95.097656, 87.890625
289.435120, 122.080078, 75.849609, 96.261162
Fillin, 85.517578, 31.464844, 0.000000
284.558563, 129.990234, 58.535156, 21.763393
309.358246, 133.769531, 101.953125, 36.551338
288.638855, 131.132813, 65.214844, 57.756695
302.933533, 146.074219, 77.431641, 45.200893
298.381287, 129.287109, 85.605469, 72.265625
309.814331, 127.529297, 108.984375, 102.399551
315.131775, 125.068359, 121.552734, 135.602676
317.454865, 128.671875, 122.343750, 156.250000
14.609716, 0.527344, 35.683594, 333.426331
289.132904, 110.830078, 86.484375, 34.319195
297.768341, 137.812500, 75.849609, 44.363838
294.799377, 114.257813, 93.779297, 66.127235
320.995209, 161.103516, 96.679688, 90.401787
Fillin, 151.611328, 45.878906, 13.392858
298.022278, 140.976563, 73.212891, 25.390625
293.477631, 138.076172, 67.500000, 38.225445
320.832611, 155.214844, 102.216797, 45.479912
300.854675, 141.064453, 78.486328, 55.803570
295.386505, 124.804688, 84.375000, 65.569199
303.289795, 140.361328, 83.759766, 84.263390
300.969727, 141.064453, 78.662109, 114.118301
264.022858, 107.753906, 41.835938, 13.671875
291.025848, 127.617188, 73.300781, 18.694197
Fillin, -162.421875, 122.167969, 34.040180
309.235626, 145.019531, 90.439453, 44.084820
281.971222, 119.355469, 64.335938, 59.709820
289.463013, 134.824219, 63.105469, 58.593750
295.049438, 132.275391, 76.289063, 74.218750
324.571075, 152.226563, 112.324219, 83.705360
299.887634, 128.408203, 89.296875, 105.468750
319.673340, 145.371094, 109.863281, 150.948654
246.732880, 100.283203, 16.523438, 20.368303
Fillin, 94.042969, 43.681641, 13.392858
284.397766, 131.484375, 56.865234, 41.294643
307.255219, 151.787109, 79.980469, 49.107143
275.858948, 130.781250, 41.308594, 42.689732
295.207764, 126.738281, 82.089844, 59.430805
288.776276, 134.736328, 61.875000, 74.497765
291.466003, 131.396484, 70.312500, 101.841515
297.026367, 120.058594, 92.197266, 103.794640
342.167206, 140.273438, 157.675781, 176.897324
254.491974, 101.162109, 30.322266, 16.462053
301.541382, 153.105469, 67.763672, 23.158482
313.366455, 150.820313, 92.460938, 53.850445
295.430420, 139.746094, 69.521484, 44.642857
298.519135, 131.132813, 84.023438, 53.292412
281.487549, 120.498047, 62.314453, 93.470985
309.248047, 123.222656, 112.236328, 118.861610
308.122253, 134.208984, 99.140625, 113.839287
325.146484, 146.074219, 119.531250, 141.741074
Fillin, 106.259766, 97.646484, 151.785721
318.749817, 140.800781, 112.675781, 195.033478
296.765808, 137.373047, 74.443359, 3.069196
Fillin, 146.162109, 20.830078, 8.370536
298.307373, 140.800781, 73.916016, 27.343750
299.462494, 140.273438, 76.640625, 58.872768
301.484619, 133.417969, 87.363281, 74.497765
302.583008, 126.298828, 96.503906, 99.330360
Fillin, 173.144531, 118.828125, 131.417404
270.045013, 102.041016, 59.062500, 162.388397
265.673340, 115.224609, 37.529297, 35.435268
298.866669, 124.101563, 91.669922, 35.714287
275.477509, 110.478516, 60.908203, 40.736607
303.070313, 129.726563, 94.042969, 51.060268
302.428802, 138.076172, 84.462891, 79.241074
302.565155, 131.044922, 91.757813, 96.819199
291.600830, 123.750000, 78.222656, 101.283485
298.678375, 125.156250, 90.263672, 125.279015
341.454010, 156.708984, 139.833984, 178.292404
278.791534, 120.937500, 56.777344, 6.138393
268.431274, 121.201172, 36.826172, 11.160714
295.676605, 142.119141, 67.587891, 21.205357
Fillin, 156.357422, 75.234375, 50.502232
303.677002, 137.373047, 87.539063, 61.104912
308.316895, 138.691406, 95.009766, 70.870537
302.344666, 134.296875, 88.066406, 86.495537
310.127228, 144.052734, 93.076172, 101.562500
Fillin, 173.496094, 134.912109, 121.093750
328.599915, 161.806641, 110.390625, 145.647324
Fillin, 105.029297, 107.578125, 148.716522
331.274445, 162.685547, 114.521484, 180.245529
261.543304, 115.488281, 29.531250, 10.323661
290.038422, 133.593750, 65.390625, 44.363838
296.191772, 136.318359, 74.355469, 49.107143
297.480408, 137.900391, 75.234375, 85.658485
306.470703, 148.359375, 81.826172, 126.674110
302.956543, 129.814453, 93.779297, 168.526779
Fillin, 106.171875, 81.826172, 174.386154
Fillin, 133.066406, 180, 184.430801
286.830719, 115.927734, 76.992188, 23.716518
272.764526, 110.654297, 55.634766, 35.714287
297.545807, 124.716797, 88.593750, 30.412947
269.495514, 121.201172, 38.847656, 40.457588
279.481812, 121.552734, 57.392578, 70.591515
298.679871, 135.000000, 80.419922, 66.964287
318.412933, 156.796875, 96.064453, 95.982140
294.928772, 140.888672, 67.412109, 79.799110
298.101440, 132.802734, 81.562500, 85.937500
Fillin, 93.603516, 72.070313, 99.609375
285.235504, 108.369141, 81.474609, 172.154022
243.213364, 91.933594, 18.193359, 8.928572
276.830994, 114.873047, 59.062500, 30.970982
281.649597, 120.234375, 62.841797, 43.247768
295.191437, 130.166016, 78.662109, 55.803570
264.563629, 101.074219, 49.570313, 84.263390
291.334900, 118.652344, 82.792969, 93.750000
Fillin, 171.474609, 112.500000, 148.437500
310.077179, 156.357422, 80.683594, 161.272324
312.872620, 145.371094, 96.943359, 199.776779
Fillin, 77.080078, 67.236328, 229.073654
Fillin, 100.722656, 98.437500, 229.910721
266.165405, 126.562500, 27.158203, 20.926340
249.299698, 99.228516, 22.500000, 41.573662
268.103363, 116.455078, 40.957031, 40.457588
294.046112, 121.289063, 85.341797, 48.828125
297.719391, 129.199219, 84.375000, 36.272320
304.331360, 147.041016, 79.101563, 35.156250
286.634125, 122.958984, 69.609375, 32.366070
291.509064, 131.923828, 69.873047, 38.783482
269.363739, 111.621094, 48.164063, 47.991070
303.226898, 146.162109, 77.871094, 55.245537
258.254333, 102.832031, 35.859375, 95.424110
Fillin, 57.392578, 36.914063, 125.558037
283.414063, 144.667969, 41.748047, 28.180803
Fillin, 158.115234, 82.353516, 40.457588
275.850464, 120.673828, 51.416016, 49.665180
291.353760, 130.957031, 70.576172, 71.707588
290.722717, 129.726563, 70.576172, 121.093750
278.794586, 117.070313, 60.644531, 149.553574
287.482849, 114.433594, 79.716797, 159.877228
Fillin, 102.128906, 86.748047, 186.662949
280.962311, 112.236328, 69.433594, 0.000000
275.995514, 120.585938, 51.767578, 25.390625
278.766754, 114.082031, 63.544922, 53.850445
286.503876, 128.408203, 63.896484, 56.919643
265.244690, 112.851563, 39.111328, 90.401787
280.717346, 118.125000, 63.193359, 107.700890
295.260193, 138.076172, 70.839844, 144.531250
278.304230, 118.828125, 57.919922, 154.854904
284.505890, 118.125000, 70.400391, 178.571426
277.986115, 131.572266, 44.560547, 0.000000
281.275146, 128.144531, 54.228516, 40.178570
272.151978, 117.597656, 47.460938, 50.502232
289.937714, 124.101563, 74.707031, 73.939735
289.146637, 131.220703, 66.093750, 93.191963
Fillin, 95.976563, 72.773438, 116.350449
Fillin, 52.822266, 66.093750, 254.464279
281.981018, 126.474609, 57.216797, 23.158482
273.623047, 126.298828, 41.572266, 31.529018
289.386932, 131.923828, 65.830078, 59.151787
298.828644, 135.703125, 79.980469, 100.725449
288.580566, 131.044922, 65.214844, 97.656250
311.421082, 155.742188, 83.847656, 123.325890
257.319489, 97.207031, 39.726563, 177.455353
293.746704, 116.718750, 89.296875, 190.011154
Fillin, 154.160156, 38.056641, 0.000000
266.481140, 110.039063, 44.296875, 17.578125
288.123474, 129.462891, 65.917969, 20.089285
272.708008, 120.146484, 45.966797, 23.158482
299.660828, 144.931641, 72.333984, 85.100449
287.167328, 126.210938, 67.324219, 101.562500
299.106567, 132.451172, 83.759766, 126.674110
309.739899, 150.644531, 85.781250, 159.877228
267.881561, 101.953125, 55.019531, 191.406250
267.097931, 116.367188, 39.023438, 5.022321
271.510498, 108.281250, 55.546875, 13.671875
280.033630, 114.873047, 65.214844, 42.131695
296.956543, 128.935547, 83.232422, 53.292412
289.998566, 133.417969, 65.566406, 45.758930
283.898926, 128.759766, 58.623047, 61.941963
283.764130, 130.693359, 56.425781, 82.310265
291.363159, 131.132813, 70.400391, 111.607140
305.825287, 134.121094, 94.833984, 132.254471
263.149109, 103.535156, 44.384766, 209.821426
Fillin, 160.136719, 43.505859, 7.812500
278.311859, 116.806641, 59.941406, 42.689732
301.790161, 141.943359, 79.365234, 57.756695
292.021851, 137.197266, 65.566406, 75.613838
279.226471, 114.785156, 63.720703, 89.564735
280.279144, 128.320313, 52.207031, 107.979912
283.423553, 115.224609, 71.279297, 131.696426
Fillin, -177.890625, 118.916016, 147.600449
265.665253, 101.074219, 51.679688, 189.732147
309.403320, 145.019531, 90.703125, 23.716518
301.411133, 137.724609, 82.880859, 53.013393
307.898071, 139.306641, 93.603516, 87.332588
280.953094, 124.628906, 57.128906, 106.584824
295.968658, 123.750000, 86.484375, 122.488838
289.439331, 116.015625, 81.826172, 125.837051
286.138123, 117.246094, 74.355469, 132.533478
Fillin, 96.591797, 50.449219, 116.350449
305.339691, 149.853516, 78.222656, 36.830357
295.627228, 129.023438, 80.595703, 55.803570
300.854004, 142.470703, 77.080078, 77.008926
317.192139, 148.623047, 101.953125, 75.055801
290.907990, 127.792969, 72.861328, 77.845985
277.272827, 106.962891, 67.851563, 99.888390
283.759338, 125.595703, 61.523438, 125.558037
273.868591, 111.884766, 56.425781, 142.020096
268.862732, 117.158203, 41.660156, 30.412947
280.776978, 113.818359, 67.587891, 35.156250
280.203918, 123.662109, 56.689453, 16.462053
281.489960, 114.082031, 68.730469, 13.671875
289.521515, 142.998047, 55.019531, 25.669643
Fillin, 98.349609, 48.955078, 23.437500
Fillin, 88.154297, 39.287109, 0.000000
255.254120, 107.138672, 25.839844, 5.022321
263.445190, 99.492188, 49.130859, 1.674107
318.245483, 157.412109, 95.185547, 16.741072
Fillin, 156.533203, 68.027344, 37.388393
282.434845, 122.255859, 62.314453, 45.200893
292.716583, 123.398438, 80.683594, 57.756695
283.113495, 119.003906, 66.884766, 71.986610
Fillin, 104.238281, 72.246094, 94.587051
300.952515, 138.691406, 81.035156, 145.926346
296.588165, 117.070313, 94.394531, 176.618301
296.237000, 143.437500, 67.324219, 17.020090
295.903839, 145.810547, 64.335938, 38.225445
267.410980, 116.542969, 39.550781, 60.825893
258.788391, 105.732422, 34.013672, 61.383930
278.535156, 126.562500, 50.625000, 89.843750
253.618835, 102.041016, 27.861328, 154.854904
Fillin, 94.658203, 107.929688, 237.444199
271.505859, 127.001953, 36.914063, 2.511161
275.535370, 133.769531, 37.705078, 14.508928
Fillin, 100.019531, 56.250000, 20.926340
268.162964, 109.599609, 47.900391, 55.245537
290.295868, 124.013672, 75.498047, 77.008926
Fillin, 161.367188, 87.363281, 87.332588
305.950958, 145.283203, 83.935547, 111.607140
293.135864, 125.771484, 79.101563, 127.232140
Fillin, 106.787109, 81.386719, 171.595978
301.608612, 145.195313, 75.761719, 30.970982
280.335724, 120.937500, 59.677734, 34.319195
294.090027, 134.296875, 72.421875, 51.897320
291.275055, 124.628906, 76.728516, 59.430805
290.069489, 129.375000, 69.697266, 75.334824
Fillin, 161.191406, 68.554688, 129.743301
298.221924, 114.697266, 99.843750, 205.357147
312.023438, 129.902344, 110.830078, 232.142853
279.461395, 140.185547, 38.671875, 2.511161
247.720459, 96.767578, 22.060547, 20.368303
286.326202, 127.968750, 63.984375, 24.832590
303.811188, 139.921875, 85.253906, 34.877232
281.671326, 123.486328, 59.677734, 37.109375
274.641174, 124.716797, 45.087891, 51.339287
295.893402, 143.525391, 66.621094, 81.752235
293.907806, 135.351563, 71.015625, 87.890625
295.332977, 134.912109, 74.179688, 119.140625
318.972900, 142.207031, 111.708984, 139.787949
277.275208, 113.818359, 60.996094, 3.906250
272.910217, 105.117188, 61.435547, 22.042410
256.012115, 107.402344, 27.070313, 29.296875
308.245087, 143.261719, 90.351563, 44.642857
287.718597, 133.505859, 61.083984, 39.899555
284.292786, 114.697266, 73.388672, 44.642857
293.704742, 130.517578, 75.410156, 51.618305
283.996582, 121.904297, 65.654297, 68.359375
297.525177, 133.330078, 79.892578, 88.448662
278.857422, 122.167969, 55.634766, 112.444199
308.037476, 144.228516, 88.945313, 136.997772
293.953735, 123.837891, 82.529297, 151.785721
224.917175, 86.484375, -10.986328, 0.558036
289.734222, 131.835938, 66.533203, 24.553572
279.046204, 126.035156, 52.119141, 23.995535
271.625916, 115.224609, 48.867188, 33.203125
302.530609, 138.427734, 84.287109, 35.156250
283.904388, 125.595703, 61.787109, 53.571430
261.580536, 99.843750, 45.175781, 68.359375
288.664551, 126.386719, 69.960938, 125.837051
308.075714, 141.767578, 91.494141, 33.203125
293.440704, 131.396484, 74.091797, 34.598213
277.131256, 122.783203, 51.767578, 40.457588
285.896271, 129.726563, 61.435547, 59.709820
279.330658, 115.751953, 62.929688, 122.209824
280.752563, 115.136719, 66.269531, 165.178574
Fillin, 175.429688, 122.255859, 176.618301
293.112335, 138.603516, 66.269531, 49.944195
288.173065, 134.121094, 61.347656, 58.035713
312.454681, 152.753906, 88.769531, 66.127235
303.792755, 146.865234, 78.222656, 66.127235
Fillin, 170.156250, 105.996094, 82.589287
Fillin, 169.453125, 115.664063, 146.484375
246.969864, 117.246094, 0.087891, 12.276786
263.350677, 109.951172, 38.408203, 25.390625
Fillin, 160.400391, 75.673828, 21.484375
273.818787, 115.312500, 52.910156, 38.783482
287.422821, 135.000000, 59.062500, 44.921875
298.349335, 135.087891, 79.716797, 92.075890
295.816437, 125.595703, 84.375000, 114.397324
314.320190, 136.494141, 108.632813, 129.743301
316.746582, 134.296875, 115.400391, 161.551346
264.776794, 106.699219, 44.296875, 212.611603
291.712433, 130.429688, 71.718750, 251.674103
Fillin, 81.210938, 129.638672, 331.194183
245.602295, 108.632813, 6.064453, 11.997767
314.332153, 158.203125, 86.923828, 33.203125
Fillin, 164.707031, 81.210938, 37.946430
283.449677, 123.662109, 62.841797, 56.919643
285.269745, 125.419922, 64.599609, 66.685265
266.170410, 115.751953, 37.968750, 82.868301
298.725098, 131.044922, 84.462891, 115.513390
308.688538, 141.503906, 92.900391, 159.040176
Fillin, 168.310547, 106.259766, 179.687500
294.416443, 134.472656, 72.861328, 203.404022
294.834595, 116.367188, 91.757813, 253.069199
294.683899, 115.751953, 92.109375, 279.854919
252.083221, 123.134766, 3.779297, 0.000000
245.571671, 93.515625, 21.093750, 10.602678
266.715973, 117.861328, 36.914063, 19.810268
295.887939, 139.394531, 70.751953, 23.995535
273.337067, 116.455078, 50.888672, 43.805805
267.667816, 117.158203, 39.375000, 37.388393
276.901642, 122.431641, 51.679688, 59.151787
308.359528, 152.929688, 80.859375, 88.448662
291.285553, 124.453125, 76.904297, 111.886162
Fillin, -173.496094, 137.548828, 195.591522
Fillin, -179.648438, 103.271484, 214.006699
Fillin, 84.990234, 53.613281, 31.808035
243.552765, 97.031250, 13.798828, 29.575893
284.274048, 118.300781, 69.785156, 32.645088
281.087036, 122.695313, 59.326172, 66.964287
291.974426, 130.341797, 72.333984, 89.843750
304.189331, 139.218750, 86.660156, 99.888390
301.036224, 139.482422, 80.419922, 151.227676
283.469940, 118.740234, 67.763672, 169.642853
Fillin, 79.365234, 43.330078, 162.388397
45.365719, 22.675781, 72.070313, 161.272324
295.277527, 132.275391, 76.728516, 32.087055
288.905884, 128.232422, 68.642578, 42.689732
