"Diameter (um)", "AB Phase (deg)", "AC Phase (deg)", "Intensity (mV)"
297.988831, 141.416016, 72.685547, 31.529018
294.259918, 120.234375, 86.748047, 30.970982
301.535339, 126.386719, 94.394531, 82.031250
283.479675, 111.181641, 75.410156, 90.401787
311.097076, 137.988281, 100.986328, 104.631699
274.563141, 105.820313, 63.808594, 177.455353
281.736053, 138.867188, 44.472656, 11.997767
288.039764, 141.591797, 53.613281, 34.598213
289.824615, 125.947266, 72.685547, 25.111607
304.979797, 151.435547, 75.937500, 35.714287
272.943298, 123.574219, 42.978516, 39.062500
301.886292, 138.339844, 83.144531, 60.267857
298.783630, 125.947266, 89.648438, 75.613838
Fillin, 172.617188, 93.603516, 111.049110
303.148346, 136.933594, 87.011719, 136.997772
298.984589, 128.320313, 87.626953, 137.834824
261.002808, 100.810547, 43.066406, 60.825893
Fillin, 80.947266, 26.103516, 12.276786
285.220825, 127.792969, 62.138672, 26.227678
283.132660, 111.533203, 74.355469, 33.482143
302.791290, 132.978516, 90.263672, 50.781250
292.749176, 128.759766, 75.410156, 60.546875
303.918640, 139.306641, 86.044922, 57.477680
311.830078, 143.613281, 96.767578, 79.799110
309.796265, 137.109375, 99.404297, 75.613838
326.228302, 153.193359, 114.521484, 84.263390
340.980804, 165.937500, 129.726563, 91.796875
Fillin, 90.351563, 56.953125, 181.361603
302.601685, 126.650391, 96.240234, 35.156250
284.692871, 123.486328, 65.390625, 49.107143
279.834045, 111.357422, 68.291016, 59.151787
286.777863, 115.664063, 77.167969, 109.933037
315.722382, 148.359375, 99.404297, 41.852680
306.178650, 147.480469, 82.177734, 43.805805
303.500214, 151.259766, 73.300781, 59.988838
283.365753, 127.529297, 58.798828, 60.546875
268.199463, 107.666016, 49.921875, 65.290176
Fillin, 100.458984, 66.269531, 82.868301
319.534607, 132.451172, 122.519531, 114.397324
Fillin, 178.066406, 113.994141, 154.854904
Fillin, 102.744141, 81.562500, 167.131699
310.222473, 127.265625, 110.039063, 180.245529
258.806488, 105.996094, 33.750000, 39.899555
273.885284, 118.212891, 50.185547, 59.988838
273.023529, 121.201172, 45.527344, 79.241074
284.045105, 123.574219, 64.072266, 109.095985
288.135681, 131.660156, 63.720703, 129.464279
282.724945, 114.345703, 70.751953, 152.901779
282.849945, 127.617188, 57.744141, 21.205357
269.463562, 105.292969, 54.667969, 23.158482
310.897217, 143.437500, 95.185547, 44.921875
288.190918, 131.835938, 63.632813, 32.924107
310.870270, 150.205078, 88.330078, 56.082588
291.142456, 119.531250, 81.562500, 57.756695
Fillin, 161.015625, 94.746094, 98.493301
330.596588, 159.345703, 116.630859, 116.629463
309.876923, 136.582031, 100.107422, 122.767860
291.703827, 121.552734, 80.683594, 184.430801
Fillin, 58.798828, 76.025391, 183.593750
314.212585, 144.228516, 100.634766, 17.020090
285.603546, 132.890625, 57.744141, 21.205357
270.887024, 118.916016, 43.769531, 30.691965
289.618500, 133.330078, 64.863281, 37.946430
303.345367, 134.648438, 89.648438, 47.991070
281.075928, 123.574219, 58.447266, 41.573662
284.839020, 129.550781, 59.589844, 54.129463
280.598175, 121.376953, 59.765625, 68.359375
282.406586, 111.533203, 72.949219, 89.843750
278.954010, 105.556641, 72.421875, 107.421875
315.880707, 147.656250, 100.371094, 120.535713
277.365326, 122.783203, 52.119141, 4.743304
282.176300, 135.263672, 48.779297, 32.087055
299.973969, 133.945313, 83.935547, 42.689732
316.470215, 145.371094, 103.798828, 63.058037
299.830444, 131.484375, 86.132813, 64.453125
313.423645, 136.582031, 106.787109, 77.287949
Fillin, 96.328125, 61.083984, 86.495537
318.371429, 139.394531, 113.378906, 101.283485
324.860107, 144.580078, 120.498047, 112.444199
279.737061, 122.695313, 56.777344, 57.198662
279.149750, 117.070313, 61.259766, 69.754463
280.355316, 124.453125, 56.162109, 91.238838
305.304260, 122.167969, 105.820313, 130.859375
301.741028, 124.189453, 97.031250, 153.459824
Fillin, 78.398438, 64.248047, 70.312500
267.784210, 101.250000, 55.458984, 123.604912
Fillin, 74.355469, 9.316406, 129.743301
253.837143, 112.763672, 17.578125, 5.301339
295.083405, 121.376953, 87.187500, 53.013393
287.152344, 141.679688, 51.855469, 59.709820
294.033539, 122.871094, 83.671875, 97.098213
294.193573, 119.794922, 87.099609, 102.957588
Fillin, 179.384766, 124.189453, 29.854910
301.025757, 151.435547, 68.466797, 46.316963
284.598724, 123.574219, 65.126953, 64.453125
304.246552, 133.242188, 92.724609, 86.774551
316.142029, 157.500000, 91.054688, 101.283485
296.977875, 132.099609, 80.068359, 132.812500
313.686554, 147.216797, 96.679688, 30.412947
281.110931, 123.222656, 58.886719, 22.879465
247.121216, 95.185547, 22.412109, 19.810268
268.974304, 105.996094, 52.998047, 35.714287
277.160248, 118.916016, 55.634766, 13.950892
304.488831, 144.404297, 82.001953, 43.526787
298.023804, 136.142578, 78.046875, 42.131695
300.210999, 140.273438, 78.046875, 69.475449
304.000153, 137.636719, 87.890625, 92.075890
307.210938, 128.320313, 103.271484, 120.814735
323.835449, 153.017578, 110.126953, 136.997772
287.512695, 117.597656, 76.552734, 21.484375
269.104919, 104.414063, 54.931641, 36.830357
292.373871, 122.343750, 81.123047, 33.203125
290.620728, 138.339844, 61.787109, 45.758930
296.500763, 130.781250, 80.507813, 57.198662
272.178711, 113.554688, 51.591797, 76.171875
292.212555, 128.496094, 74.619141, 104.631699
312.742767, 140.361328, 101.777344, 100.446426
333.554047, 155.302734, 126.210938, 119.419640
343.962280, 163.828125, 137.548828, 185.267853
283.403381, 125.332031, 61.083984, 38.225445
308.382172, 145.722656, 88.066406, 45.200893
287.190125, 133.066406, 60.556641, 48.828125
268.536346, 108.808594, 49.394531, 68.080360
273.101349, 131.923828, 34.980469, 85.100449
236.746033, 98.173828, -0.351563, 0.000000
279.361267, 113.730469, 65.039063, 14.508928
280.759705, 125.332031, 56.162109, 32.087055
292.972076, 120.498047, 84.111328, 37.946430
292.524139, 136.582031, 67.148438, 58.872768
282.009277, 122.607422, 61.171875, 66.964287
301.641205, 131.396484, 89.648438, 100.167412
282.153656, 108.544922, 75.498047, 115.234375
317.074280, 143.789063, 106.523438, 142.578125
315.447937, 141.416016, 105.820313, 216.517853
265.475189, 115.576172, 36.826172, 22.042410
306.259949, 150.644531, 79.189453, 93.470985
291.082184, 135.791016, 65.214844, 106.026787
Fillin, 94.306641, 50.976563, 144.252228
Fillin, 95.712891, 54.931641, 175.502228
309.536407, 142.119141, 93.867188, 209.821426
320.539001, 158.203125, 98.701172, 34.598213
281.885559, 125.507813, 58.007813, 40.457588
281.224884, 134.472656, 47.812500, 44.921875
298.496796, 131.132813, 83.935547, 49.386162
290.530273, 124.365234, 75.585938, 72.823662
315.350494, 152.753906, 94.306641, 80.915176
317.660980, 140.361328, 111.093750, 102.120537
320.517975, 152.050781, 104.765625, 125.837051
320.585114, 158.642578, 98.349609, 140.345978
290.224213, 137.724609, 61.523438, 35.156250
277.000153, 119.882813, 54.404297, 45.200893
314.062958, 149.589844, 95.009766, 56.640625
285.813232, 118.037109, 72.949219, 75.613838
292.538086, 132.275391, 71.455078, 90.401787
281.543030, 119.003906, 63.896484, 122.209824
Fillin, 164.355469, 92.900391, 168.247772
264.852814, 110.214844, 41.044922, 17.299107
270.403870, 112.939453, 48.779297, 32.924107
272.563629, 105.820313, 60.029297, 53.013393
283.351624, 126.738281, 59.589844, 79.520088
288.105621, 129.814453, 65.566406, 120.535713
282.431793, 123.837891, 60.732422, 146.763397
Fillin, 167.958984, 107.314453, 142.857147
285.425690, 120.761719, 69.521484, 43.805805
269.021881, 112.675781, 46.494141, 54.129463
293.677307, 135.175781, 70.751953, 61.104912
302.500397, 143.613281, 79.013672, 97.098213
280.615143, 108.720703, 72.421875, 123.046875
Fillin, 178.593750, 38.847656, 0.000000
253.642136, 101.513672, 28.388672, 4.743304
283.741119, 116.894531, 70.136719, 28.459822
302.503448, 128.671875, 93.955078, 33.482143
308.529755, 142.294922, 91.845703, 53.571430
Fillin, 168.398438, 120.849609, 89.006699
Fillin, -177.978516, 132.626953, 146.484375
Fillin, -161.279297, 169.277344, 141.462051
292.054291, 143.261719, 59.501953, 16.741072
279.198669, 122.519531, 55.898438, 21.484375
270.756348, 116.367188, 46.054688, 52.176338
288.500122, 133.417969, 62.666016, 65.011162
Fillin, 99.580078, 60.468750, 86.216515
290.531372, 130.341797, 69.609375, 116.908485
Fillin, 96.416016, 45.087891, 302.734375
67.514664, 52.998047, 83.847656, 223.493301
266.435272, 128.671875, 25.576172, 9.207589
260.658752, 114.697266, 28.564453, 17.578125
288.905243, 129.111328, 67.763672, 23.716518
292.583282, 121.728516, 82.089844, 36.272320
282.192566, 118.037109, 66.093750, 32.645088
288.817383, 118.916016, 77.783203, 59.988838
311.610687, 140.976563, 98.964844, 75.613838
302.028290, 140.273438, 81.474609, 99.609375
294.413666, 130.341797, 76.904297, 120.256699
292.638489, 138.779297, 65.214844, 21.484375
272.011719, 104.941406, 59.853516, 53.292412
284.718719, 116.894531, 72.070313, 56.361607
288.165649, 114.257813, 81.210938, 110.491074
307.702362, 127.441406, 105.117188, 125.279015
317.298706, 158.115234, 92.636719, 162.946426
Fillin, 50.185547, 37.265625, 226.283478
Fillin, 136.494141, -15.556641, 7.533482
291.106781, 125.068359, 75.937500, 24.832590
Fillin, 159.521484, 88.593750, 26.506697
272.773010, 113.203125, 53.085938, 32.924107
318.596893, 143.261719, 109.951172, 44.642857
292.949066, 136.142578, 68.378906, 65.290176
278.655640, 120.234375, 57.216797, 75.892860
269.361786, 104.062500, 55.722656, 92.075890
310.360107, 141.943359, 95.625000, 119.698662
287.375641, 140.712891, 53.261719, 14.508928
Fillin, 148.623047, 50.976563, 18.694197
297.703064, 148.535156, 65.039063, 33.482143
295.334534, 125.332031, 83.759766, 46.316963
285.008606, 135.175781, 54.316406, 61.383930
308.399506, 133.769531, 100.107422, 78.683037
297.771606, 134.736328, 78.925781, 97.098213
321.351837, 145.810547, 112.675781, 123.046875
277.678711, 103.974609, 70.136719, 6.138393
277.515747, 116.542969, 58.710938, 44.363838
259.272278, 109.511719, 31.113281, 73.939735
287.942566, 132.626953, 62.402344, 92.633926
295.838776, 127.880859, 82.177734, 73.381699
286.323151, 117.773438, 74.179688, 107.979912
423.429443, -159.082031, -109.072266, 137.834824
Fillin, 87.714844, 71.279297, 244.419647
Fillin, 97.294922, 50.097656, 217.075897
Fillin, 85.957031, 24.521484, 11.439733
294.699005, 148.886719, 58.886719, 38.225445
287.556335, 130.957031, 63.369141, 69.754463
302.944000, 137.285156, 86.220703, 85.100449
302.840240, 129.550781, 93.779297, 99.330360
310.397095, 145.898438, 91.757813, 97.656250
Fillin, 116.015625, 113.730469, 125.837051
280.485107, 136.933594, 43.945313, 0.837054
309.838623, 152.490234, 84.111328, 15.625000
262.465240, 135.966797, 10.634766, 34.598213
274.251678, 128.408203, 40.693359, 41.852680
292.478027, 122.519531, 81.123047, 37.667412
278.626953, 112.763672, 64.599609, 53.292412
308.838593, 144.667969, 90.000000, 71.428574
287.722961, 120.322266, 74.267578, 70.033485
307.908966, 142.558594, 90.351563, 125.000000
Fillin, 164.619141, 86.308594, 109.375000
292.985718, 125.156250, 79.541016, 131.417404
280.541473, 112.236328, 68.730469, 159.877228
Fillin, 90.703125, 86.132813, 179.129471
Fillin, 102.216797, 110.566406, 212.611603
Fillin, 105.996094, 156.005859, 181.082596
257.780945, 106.962891, 30.849609, 51.618305
288.048706, 124.804688, 70.400391, 62.220982
310.034607, 155.126953, 81.826172, 56.082588
Fillin, 161.542969, 96.416016, 110.491074
317.501190, 140.976563, 110.126953, 138.671875
Fillin, 90.791016, 71.718750, 171.875000
Fillin, -172.353516, 98.964844, 188.895096
268.429962, 119.267578, 38.759766, 2.232143
280.010834, 140.537109, 39.462891, 13.392858
293.605499, 128.144531, 77.695313, 31.529018
285.833252, 126.738281, 64.248047, 37.667412
273.501953, 114.257813, 53.349609, 53.571430
295.972321, 130.078125, 80.244141, 62.779018
302.203094, 130.078125, 92.021484, 95.703125
294.657806, 124.804688, 82.968750, 103.794640
319.561951, 145.019531, 110.039063, 140.345978
309.791901, 145.898438, 90.615234, 179.966522
256.618835, 118.916016, 16.699219, 17.857143
295.838135, 116.806641, 93.251953, 22.879465
289.756805, 127.617188, 70.839844, 33.203125
287.780304, 122.871094, 71.894531, 34.040180
276.136139, 116.806641, 55.898438, 37.109375
289.046783, 130.781250, 66.357422, 45.758930
293.096527, 139.746094, 65.039063, 70.870537
296.783661, 128.408203, 83.408203, 87.332588
297.060699, 126.738281, 85.605469, 119.419640
309.978699, 149.238281, 87.626953, 133.370529
276.670319, 122.871094, 50.712891, 1.953125
303.802032, 146.513672, 78.662109, 12.555803
307.405762, 127.001953, 104.941406, 36.551338
311.017517, 145.283203, 93.515625, 48.549107
312.018646, 146.777344, 93.955078, 42.410713
273.401917, 111.181641, 56.250000, 40.457588
Fillin, 91.757813, 49.218750, 66.964287
315.170471, 138.164063, 108.544922, 161.272324
245.200470, 92.109375, 21.796875, 11.997767
280.188049, 114.082031, 66.269531, 18.136160
294.477142, 131.132813, 76.289063, 34.040180
294.207062, 126.210938, 80.683594, 45.758930
301.564880, 135.791016, 85.078125, 71.986610
318.225525, 156.005859, 96.503906, 87.890625
308.526550, 137.724609, 96.328125, 116.071426
264.648438, 124.013672, 26.806641, 7.812500
262.104645, 107.841797, 38.144531, 18.694197
291.552399, 125.683594, 76.113281, 22.600447
292.478485, 148.271484, 55.371094, 29.296875
270.800690, 104.501953, 58.007813, 29.296875
313.909210, 133.769531, 110.566406, 36.830357
309.337006, 143.701172, 91.933594, 56.919643
Fillin, 160.312500, 87.187500, 66.406250
283.393585, 110.654297, 75.761719, 82.310265
314.715332, 137.636719, 108.193359, 94.029015
Fillin, 91.494141, 74.003906, 137.834824
Fillin, 104.677734, 71.630859, 147.321426
Fillin, 80.332031, 28.476563, 8.370536
295.491119, 134.296875, 75.058594, 43.805805
305.111572, 137.812500, 89.824219, 63.616070
268.928802, 105.029297, 53.964844, 77.287949
313.101379, 146.337891, 96.416016, 94.308037
314.931244, 158.378906, 87.890625, 97.377235
314.940582, 148.183594, 98.085938, 138.950897
Fillin, 98.613281, 108.720703, 187.779022
305.488220, 150.732422, 77.607422, 7.812500
284.784210, 126.386719, 62.666016, 44.363838
279.724670, 119.531250, 59.941406, 57.477680
308.106659, 134.121094, 99.140625, 80.078125
321.385590, 152.138672, 106.347656, 106.863838
313.815094, 133.857422, 110.214844, 189.732147
Fillin, 147.919922, 16.787109, 0.000000
294.822052, 130.957031, 77.080078, 28.738840
271.684021, 104.589844, 59.589844, 44.642857
311.527435, 141.064453, 98.701172, 65.011162
321.465363, 136.406250, 122.255859, 55.803570
Fillin, -143.876953, 144.492188, 81.473213
Fillin, -154.951172, 163.037109, 89.006699
269.393280, 112.675781, 47.197266, 148.716522
284.596985, 121.025391, 67.675781, 177.734375
288.079407, 130.957031, 64.248047, 10.602678
253.380280, 100.546875, 28.916016, 21.205357
311.409302, 140.449219, 99.140625, 52.455357
280.603577, 127.001953, 54.140625, 55.524555
317.262177, 157.412109, 93.251953, 53.013393
313.781586, 154.160156, 89.912109, 66.964287
288.357697, 119.267578, 76.552734, 89.006699
Fillin, -170.419922, 152.929688, 137.555801
224.998352, 90.703125, -17.578125, 122.209824
312.186066, 134.560547, 106.523438, 27.064732
299.228516, 137.197266, 79.277344, 41.294643
292.294525, 115.048828, 88.242188, 54.129463
279.141022, 109.248047, 69.082031, 73.381699
320.817352, 148.183594, 109.248047, 106.305801
299.242035, 127.880859, 88.593750, 101.004463
287.786835, 118.037109, 76.728516, 116.908485
366.000671, 175.605469, 167.519531, 166.015625
293.246490, 142.294922, 62.841797, 23.995535
260.054230, 101.689453, 40.429688, 25.948660
Fillin, 175.869141, 125.507813, 36.272320
297.905975, 125.156250, 88.769531, 36.830357
294.002838, 130.253906, 76.289063, 42.968750
303.229523, 138.251953, 85.781250, 51.060268
299.470764, 135.527344, 81.386719, 78.404015
322.777100, 161.718750, 99.404297, 104.073662
311.248016, 139.658203, 99.580078, 121.651787
351.303436, 159.960938, 155.302734, 147.600449
307.086487, 120.058594, 111.357422, 168.247772
Fillin, 107.050781, 106.875000, 154.854904
288.661011, 109.863281, 86.572266, 25.390625
309.480499, 138.691406, 97.207031, 33.482143
288.681915, 135.878906, 60.556641, 38.783482
282.926910, 125.332031, 60.205078, 38.783482
269.967194, 111.796875, 49.130859, 39.341518
294.111389, 132.187500, 74.531250, 55.245537
295.742737, 131.748047, 78.046875, 77.008926
275.913788, 129.287109, 42.890625, 88.727676
289.151764, 139.658203, 57.744141, 107.142860
289.127899, 129.111328, 68.203125, 18.973215
298.111206, 124.892578, 89.472656, 37.946430
275.393372, 122.343750, 48.867188, 38.504463
326.370300, 161.630859, 106.347656, 51.339287
329.242035, 160.751953, 112.675781, 52.176338
324.516479, 124.980469, 139.482422, 27.064732
Fillin, -48.164063, -121.728516, 52.455357
263.735809, 114.433594, 34.628906, 13.392858
306.503082, 143.349609, 86.923828, 41.015625
293.807770, 140.273438, 65.917969, 32.366070
309.243256, 141.064453, 94.394531, 41.015625
286.097260, 120.937500, 70.576172, 44.921875
287.712494, 115.224609, 79.365234, 64.732140
269.000397, 107.753906, 51.328125, 109.654015
316.447754, 130.781250, 118.388672, 128.348221
304.946106, 116.367188, 110.917969, 148.716522
296.691833, 145.722656, 66.005859, 17.857143
283.333099, 143.789063, 42.539063, 29.854910
301.039520, 134.033203, 85.869141, 34.319195
Fillin, 166.113281, 97.207031, 45.200893
290.261292, 129.902344, 69.521484, 56.361607
294.252930, 135.966797, 71.015625, 59.709820
300.177979, 124.892578, 93.339844, 95.703125
289.117065, 123.134766, 74.091797, 99.888390
284.847748, 122.167969, 66.972656, 112.444199
310.888336, 147.480469, 91.054688, 36.830357
273.719177, 113.554688, 54.492188, 37.109375
292.661560, 136.230469, 67.763672, 39.341518
302.900482, 136.933594, 86.484375, 77.287949
Fillin, 98.964844, 60.556641, 113.281250
289.242310, 126.123047, 71.367188, 122.488838
Fillin, 64.863281, 45.527344, 252.790176
297.827484, 136.757813, 76.992188, 30.970982
277.510498, 115.751953, 59.501953, 45.758930
303.253632, 136.054688, 88.066406, 76.729912
304.182404, 135.791016, 90.087891, 72.265625
290.492462, 128.935547, 70.927734, 77.008926
301.005371, 139.921875, 79.892578, 93.750000
323.000427, 152.314453, 109.248047, 133.928574
Fillin, 96.855469, 99.755859, 143.694199
309.806030, 127.705078, 108.808594, 170.479904
291.971375, 145.458984, 57.216797, 30.691965
292.675079, 143.613281, 60.380859, 32.645088
299.857666, 143.613281, 74.003906, 44.363838
277.451996, 120.585938, 54.580078, 39.899555
281.105347, 117.158203, 64.863281, 57.477680
278.699982, 112.500000, 65.039063, 69.754463
299.090881, 136.142578, 80.068359, 90.401787
Fillin, 91.230469, 50.009766, 104.073662
320.901947, 155.830078, 101.777344, 145.089279
311.298248, 155.302734, 84.023438, 0.558036
274.505066, 113.203125, 56.337891, 17.020090
252.722015, 97.558594, 30.673828, 22.600447
305.254883, 147.392578, 80.507813, 33.482143
282.159973, 124.892578, 59.150391, 42.410713
280.848053, 117.597656, 63.984375, 40.178570
298.777100, 135.791016, 79.804688, 59.988838
308.139893, 153.193359, 80.156250, 84.263390
300.485626, 126.210938, 92.636719, 109.375000
333.874084, 156.621094, 125.595703, 116.071426
242.203064, 108.544922, -0.351563, 1.674107
265.281647, 116.455078, 35.595703, 18.415178
283.370331, 126.035156, 60.292969, 61.383930
275.994873, 113.027344, 59.326172, 93.750000
312.704895, 139.658203, 102.392578, 96.819199
280.711243, 116.015625, 65.302734, 152.064728
Fillin, 60.644531, 21.972656, 168.247772
258.165710, 114.697266, 23.730469, 5.301339
261.121490, 107.929688, 36.210938, 21.484375
294.204010, 128.847656, 78.046875, 37.667412
284.698547, 119.531250, 69.345703, 54.408482
286.076752, 130.693359, 60.820313, 71.707588
312.239655, 126.914063, 114.169922, 78.125000
305.840515, 140.273438, 88.681641, 141.183029
Fillin, 169.980469, 111.269531, 160.714279
Fillin, 148.974609, 51.064453, 165.457596
299.327759, 129.287109, 87.275391, 198.102676
297.226593, 137.988281, 74.707031, 61.941963
288.866089, 128.583984, 68.203125, 75.892860
273.121185, 115.136719, 51.767578, 117.745537
288.307892, 123.837891, 71.894531, 107.700890
297.647430, 122.695313, 90.703125, 119.698662
Fillin, 173.320313, 131.835938, 113.839287
Fillin, 170.683594, 9.404297, 4.743304
294.441406, 138.955078, 68.466797, 31.529018
300.269928, 143.437500, 74.970703, 51.060268
284.637878, 123.486328, 65.302734, 62.779018
279.632202, 121.552734, 57.744141, 96.819199
306.819092, 145.107422, 85.693359, 133.649551
302.044189, 143.173828, 78.574219, 149.832596
Fillin, 101.953125, 70.048828, 193.917404
275.418793, 108.193359, 63.105469, 28.180803
278.561249, 113.554688, 63.720703, 35.156250
303.870117, 143.261719, 82.001953, 62.779018
282.735565, 125.595703, 59.589844, 63.895088
289.457336, 125.595703, 72.333984, 85.100449
293.926758, 120.673828, 85.693359, 92.912949
287.296509, 118.564453, 75.234375, 111.328125
293.129333, 122.695313, 82.177734, 107.700890
321.547302, 142.031250, 116.806641, 157.924103
Fillin, 86.484375, 12.919922, 11.439733
284.757050, 116.806641, 72.158203, 43.247768
284.006592, 129.550781, 58.007813, 49.944195
293.627075, 125.947266, 79.892578, 69.196426
288.689301, 121.376953, 75.058594, 86.495537
310.345093, 150.380859, 87.187500, 98.493301
Fillin, 167.958984, 86.748047, 159.877228
251.168106, 112.236328, 13.007813, 15.345983
279.400848, 122.167969, 56.689453, 35.156250
282.377411, 126.738281, 57.744141, 53.571430
274.830231, 112.500000, 57.568359, 64.732140
289.233154, 132.099609, 65.390625, 78.125000
299.136749, 147.568359, 68.730469, 117.187500
277.509216, 128.496094, 46.757813, 146.205353
273.481689, 103.359375, 64.248047, 177.455353
293.835846, 117.773438, 88.417969, 201.729904
280.309998, 128.671875, 51.943359, 21.205357
288.889832, 129.638672, 67.148438, 23.995535
282.390198, 114.257813, 70.312500, 28.459822
277.597046, 117.509766, 57.919922, 41.294643
307.795654, 153.808594, 78.925781, 53.013393
271.662231, 110.039063, 54.140625, 52.734375
271.151917, 108.720703, 54.404297, 79.520088
283.724579, 122.695313, 64.335938, 99.051338
309.108002, 138.603516, 96.591797, 107.979912
323.699493, 151.611328, 111.357422, 152.901779
286.778717, 127.265625, 65.566406, 157.645096
268.974915, 115.312500, 43.769531, 39.620537
286.311188, 132.714844, 59.238281, 39.620537
281.397339, 122.255859, 60.380859, 67.243301
302.096313, 150.380859, 71.542969, 100.725449
273.579346, 111.445313, 56.337891, 114.955360
289.766846, 116.367188, 82.089844, 160.156250
252.529617, 102.128906, 25.664063, 27.622768
281.944000, 127.353516, 56.337891, 28.459822
293.403107, 136.406250, 68.994141, 52.455357
307.565582, 144.580078, 87.714844, 69.475449
289.511475, 136.494141, 61.523438, 85.937500
287.355896, 129.550781, 64.335938, 124.441963
313.777222, 139.833984, 104.238281, 144.810272
Fillin, 174.990234, 62.753906, 199.776779
279.826447, 123.046875, 56.601563, 17.578125
307.083313, 144.931641, 86.396484, 40.457588
276.016357, 120.058594, 52.382813, 59.430805
277.271301, 121.113281, 53.701172, 101.562500
277.607086, 111.005859, 64.423828, 114.955360
310.581696, 151.259766, 86.748047, 145.926346
276.122711, 116.542969, 56.074219, 10.323661
285.999146, 136.494141, 54.843750, 20.089285
255.913040, 106.083984, 28.125000, 26.506697
283.766968, 127.441406, 59.677734, 42.689732
258.897797, 117.246094, 22.675781, 48.549107
269.363098, 123.486328, 36.298828, 75.892860
288.139160, 123.398438, 71.982422, 114.676338
299.878052, 141.064453, 76.640625, 116.629463
294.403595, 133.857422, 73.476563, 225.725449
Fillin, 104.941406, 82.441406, 202.287949
251.818527, 99.140625, 27.333984, 4.464286
300.673950, 145.283203, 73.916016, 26.506697
291.994232, 140.449219, 62.226563, 36.272320
288.913940, 140.009766, 56.865234, 43.526787
277.333527, 118.300781, 56.601563, 92.912949
278.258575, 117.685547, 58.974609, 114.118301
295.431305, 122.343750, 86.923828, 138.392853
328.517059, 134.121094, 137.900391, 185.825897
300.881439, 138.164063, 81.386719, 196.986603
290.765350, 133.593750, 66.796875, 27.622768
273.894226, 124.453125, 43.945313, 52.734375
293.759705, 134.121094, 71.982422, 59.151787
293.855377, 132.363281, 73.916016, 71.986610
287.277771, 134.648438, 59.150391, 106.026787
287.162354, 126.650391, 66.884766, 143.136154
311.655090, 145.107422, 94.921875, 149.832596
279.099274, 119.443359, 58.798828, 43.526787
277.536011, 120.058594, 55.195313, 73.939735
278.306854, 115.576172, 61.171875, 81.473213
305.349274, 146.601563, 81.474609, 109.095985
304.984161, 142.119141, 85.253906, 133.091522
286.781555, 122.695313, 70.136719, 142.020096
285.223877, 137.636719, 52.294922, 15.066964
290.447205, 120.673828, 79.101563, 21.205357
292.140503, 118.388672, 84.638672, 33.761162
278.568695, 133.154297, 44.033203, 39.899555
280.319427, 112.060547, 68.466797, 38.225445
282.992401, 116.718750, 68.906250, 51.618305
280.894348, 129.462891, 52.207031, 68.080360
306.767334, 137.373047, 93.339844, 86.495537
303.742279, 140.361328, 84.638672, 126.395088
304.972595, 135.791016, 91.582031, 138.671875
274.478271, 105.820313, 63.720703, 159.319199
313.760681, 147.832031, 96.240234, 177.176346
Fillin, 93.076172, 81.035156, 199.218750
291.779785, 133.330078, 68.994141, 29.017857
274.358490, 118.740234, 50.537109, 51.339287
295.631378, 144.755859, 64.863281, 62.779018
285.325012, 120.849609, 69.257813, 79.241074
296.040833, 120.498047, 89.912109, 101.004463
289.542999, 121.992188, 76.113281, 131.975449
283.123932, 108.544922, 77.343750, 164.620529
286.478607, 110.830078, 81.474609, 176.897324
279.805725, 121.728516, 57.919922, 39.062500
272.512939, 107.402344, 58.359375, 44.921875
303.434113, 130.078125, 94.394531, 49.386162
307.477051, 148.710938, 83.408203, 66.127235
275.039154, 110.917969, 59.589844, 83.984375
300.371063, 138.603516, 79.980469, 82.310265
305.439056, 133.857422, 94.394531, 127.232140
305.004761, 145.546875, 81.914063, 154.296875
272.689789, 106.435547, 59.589844, 164.899551
323.065247, 142.470703, 119.179688, 202.287949
Fillin, 155.126953, 34.277344, 9.765625
296.405701, 142.558594, 68.554688, 27.622768
282.799500, 119.970703, 65.302734, 35.993305
276.315186, 112.851563, 60.117188, 52.734375
276.331085, 113.818359, 59.150391, 70.033485
295.250580, 136.406250, 72.509766, 92.354912
306.457184, 140.888672, 89.296875, 116.629463
286.703308, 118.300781, 74.355469, 139.508926
329.378662, 144.580078, 129.023438, 193.080353
274.760773, 120.761719, 49.306641, 18.973215
275.804565, 119.794922, 52.207031, 28.738840
276.351898, 113.291016, 59.765625, 33.761162
308.553253, 142.734375, 91.406250, 61.104912
293.720154, 124.541016, 81.474609, 71.149551
286.041992, 125.244141, 66.181641, 102.399551
Fillin, 167.519531, 104.853516, 125.558037
Fillin, 172.968750, 124.541016, 137.276779
315.973572, 145.107422, 103.095703, 168.526779
Fillin, 101.337891, 58.974609, 234.375000
308.220337, 147.216797, 86.308594, 51.897320
292.982971, 130.341797, 74.267578, 71.149551
280.723236, 122.431641, 58.886719, 87.053574
306.789459, 138.076172, 92.724609, 99.888390
285.013397, 109.863281, 79.628906, 134.765625
282.588165, 112.675781, 72.158203, 142.857147
302.753937, 148.535156, 74.619141, 52.176338
289.512573, 120.673828, 77.343750, 60.825893
302.445587, 129.111328, 93.427734, 56.640625
313.120697, 148.095703, 94.746094, 72.265625
309.222565, 144.316406, 91.142578, 93.750000
Fillin, 102.480469, 92.285156, 101.004463
323.036713, 145.634766, 116.015625, 118.024551
Fillin, -159.521484, 163.300781, 162.388397
